area_name,incident_type,time_of_day,severity,source,women_involved,incident_date,lat,lng
Nemawar Road,molestation,21,high,Synthetic_RealPattern,1,2023-03-19,22.656916928644964,75.82372281344428
Nemawar Road,robbery,1,high,Synthetic_RealPattern,0,2024-10-04,22.65547617878005,75.82223314586396
Nemawar Road,abduction,1,high,Synthetic_RealPattern,1,2023-11-05,22.654720367020534,75.82278188910246
Nemawar Road,molestation,0,high,Synthetic_RealPattern,1,2023-05-04,22.651883058962625,75.82308321524303
Nemawar Road,molestation,20,high,Synthetic_RealPattern,1,2023-12-22,22.654990043360193,75.82400356600017
Nemawar Road,assault,23,high,Synthetic_RealPattern,0,2024-11-08,22.657240323100623,75.82349407656619
Nemawar Road,assault,0,high,Synthetic_RealPattern,0,2024-10-25,22.652140504091417,75.8259163518393
Nemawar Road,chain_snatching,23,high,Synthetic_RealPattern,1,2024-05-16,22.65440997791418,75.82338178089744
Nemawar Road,abduction,23,high,Synthetic_RealPattern,1,2024-01-06,22.656564238431567,75.82635294808895
Nemawar Road,robbery,23,high,Synthetic_RealPattern,0,2024-12-25,22.655744611706524,75.82550854974647
Nemawar Road,abduction,21,high,Synthetic_RealPattern,1,2024-06-18,22.655482094445972,75.82165106308615
Nemawar Road,molestation,22,high,Synthetic_RealPattern,1,2024-09-22,22.65551490450392,75.82598357128786
Nemawar Road,mobile_snatching,23,high,Synthetic_RealPattern,1,2024-04-21,22.65345694690732,75.82109819838732
Nemawar Road,assault,0,high,Synthetic_RealPattern,0,2023-10-02,22.653061551065587,75.82530469825096
Nemawar Road,mobile_snatching,20,high,Synthetic_RealPattern,0,2023-10-13,22.65615616693287,75.82268373976086
Nemawar Road,molestation,23,high,Synthetic_RealPattern,1,2024-08-06,22.656160680368075,75.82566784592268
Nemawar Road,assault,1,high,Synthetic_RealPattern,0,2024-01-24,22.65650243391148,75.82560834014065
Nemawar Road,robbery,23,high,Synthetic_RealPattern,0,2023-11-29,22.656779443315337,75.82523555240071
Nemawar Road,assault,21,high,Synthetic_RealPattern,0,2023-12-30,22.654368054393164,75.82514018261784
Bypass Roads,abduction,23,high,Synthetic_RealPattern,1,2024-09-02,22.782309097768124,75.8777280748346
Bypass Roads,chain_snatching,23,high,Synthetic_RealPattern,1,2024-07-23,22.7840897710738,75.8763855156983
Bypass Roads,chain_snatching,1,high,Synthetic_RealPattern,1,2023-07-15,22.783199783584667,75.87831788107259
Bypass Roads,mobile_snatching,22,high,Synthetic_RealPattern,1,2024-02-21,22.783511801263547,75.87694114708992
Bypass Roads,mobile_snatching,22,high,Synthetic_RealPattern,1,2024-12-08,22.784074756016615,75.88006970653342
Bypass Roads,chain_snatching,0,high,Synthetic_RealPattern,1,2024-04-03,22.784640032050905,75.87797659835923
Bypass Roads,robbery,21,high,Synthetic_RealPattern,0,2023-10-29,22.78132797094111,75.88175366120517
Bypass Roads,abduction,22,high,Synthetic_RealPattern,1,2023-11-10,22.78155349771584,75.87974583246407
Bypass Roads,mobile_snatching,1,high,Synthetic_RealPattern,1,2024-01-13,22.779863891639046,75.88083488338181
Bypass Roads,mobile_snatching,1,high,Synthetic_RealPattern,1,2023-12-19,22.782769680845977,75.87669514803645
Bypass Roads,assault,1,high,Synthetic_RealPattern,1,2023-12-05,22.77951565364278,75.88107208689364
Bypass Roads,assault,0,high,Synthetic_RealPattern,0,2023-10-05,22.782093588108793,75.88143654314308
Bypass Roads,abduction,22,high,Synthetic_RealPattern,1,2023-05-04,22.782555867808245,75.87882237151291
Bypass Roads,chain_snatching,22,high,Synthetic_RealPattern,1,2023-11-20,22.78101924751277,75.8795375176265
Bypass Roads,robbery,1,high,Synthetic_RealPattern,0,2024-12-07,22.782844999563412,75.88048885880542
Bypass Roads,assault,22,high,Synthetic_RealPattern,1,2024-05-10,22.779483001499635,75.87694903176356
Bypass Roads,molestation,1,high,Synthetic_RealPattern,1,2024-06-21,22.779524089132494,75.87891539645878
Bypass Roads,robbery,23,high,Synthetic_RealPattern,0,2023-04-13,22.784235603363957,75.87829197816663
Bypass Roads,robbery,22,high,Synthetic_RealPattern,0,2024-01-05,22.781461143848468,75.87677824395297
Bypass Roads,molestation,21,high,Synthetic_RealPattern,1,2024-12-26,22.78006236307591,75.87810520653375
Bypass Roads,chain_snatching,22,high,Synthetic_RealPattern,1,2023-10-08,22.782433459560327,75.87630903385632
Bypass Roads,assault,21,high,Synthetic_RealPattern,1,2024-07-20,22.783919961318592,75.8760548714417
Bypass Roads,mobile_snatching,22,high,Synthetic_RealPattern,0,2024-10-15,22.78059492616498,75.87671099773493
Bypass Roads,assault,21,high,Synthetic_RealPattern,0,2024-08-10,22.783037342854914,75.88167869066953
Bypass Roads,assault,0,high,Synthetic_RealPattern,0,2024-03-27,22.779812084789963,75.87919717721537
Bypass Roads,mobile_snatching,21,high,Synthetic_RealPattern,0,2023-09-16,22.77961009032701,75.88169493296692
Bypass Roads,mobile_snatching,21,high,Synthetic_RealPattern,0,2024-02-15,22.782488127789406,75.87849498726999
Bypass Roads,abduction,1,high,Synthetic_RealPattern,1,2024-10-06,22.78254381072966,75.87777089679851
Bypass Roads,robbery,21,high,Synthetic_RealPattern,1,2023-06-05,22.783124579408987,75.87893685117704
Bypass Roads,robbery,23,high,Synthetic_RealPattern,0,2023-03-29,22.783656548002334,75.8785370701318
Bypass Roads,molestation,1,high,Synthetic_RealPattern,1,2024-03-02,22.785155112476776,75.87653398810558
Bypass Roads,robbery,1,high,Synthetic_RealPattern,1,2024-09-25,22.782397802089807,75.87974495788815
Bypass Roads,mobile_snatching,0,high,Synthetic_RealPattern,0,2024-04-06,22.781237738837646,75.87719622909506
Bypass Roads,assault,1,high,Synthetic_RealPattern,1,2024-03-15,22.78407111716861,75.8796175277294
Bypass Roads,molestation,1,high,Synthetic_RealPattern,1,2023-03-03,22.780924993507572,75.87980120655439
Bypass Roads,abduction,21,high,Synthetic_RealPattern,1,2023-08-01,22.781933828524235,75.87681214911878
Bypass Roads,abduction,22,high,Synthetic_RealPattern,1,2023-09-28,22.779770738288054,75.87626809776266
Bypass Roads,robbery,21,high,Synthetic_RealPattern,0,2023-06-10,22.779452104460493,75.88058456951642
Bypass Roads,robbery,1,high,Synthetic_RealPattern,0,2023-03-18,22.785075890488066,75.87865880254262
Bypass Roads,abduction,0,high,Synthetic_RealPattern,1,2024-04-06,22.78431588072307,75.87624898277303
Bypass Roads,assault,1,high,Synthetic_RealPattern,0,2024-04-26,22.783475845236563,75.88186919790301
Bypass Roads,abduction,22,high,Synthetic_RealPattern,1,2023-10-23,22.781753717666486,75.87624668336598
Bypass Roads,mobile_snatching,23,high,Synthetic_RealPattern,0,2024-12-20,22.780339765920424,75.88007021137315
Bypass Roads,abduction,22,high,Synthetic_RealPattern,1,2023-09-28,22.780238622256025,75.88180207355158
Bypass Roads,robbery,1,high,Synthetic_RealPattern,0,2024-11-08,22.780801457388986,75.8773350806253
Bypass Roads,robbery,21,high,Synthetic_RealPattern,1,2024-07-11,22.782595359988235,75.87675349621213
Bypass Roads,robbery,22,high,Synthetic_RealPattern,0,2023-09-30,22.7835875755362,75.87662830963653
Bypass Roads,assault,21,high,Synthetic_RealPattern,1,2023-06-19,22.783261184260304,75.87771965088541
Bypass Roads,mobile_snatching,1,high,Synthetic_RealPattern,0,2023-10-23,22.780979603381674,75.87650627486606
Bypass Roads,assault,0,high,Synthetic_RealPattern,1,2024-12-06,22.78502919168398,75.88005296805017
Bypass Roads,molestation,0,high,Synthetic_RealPattern,1,2023-10-06,22.783727381500174,75.87627375078878
Bypass Roads,mobile_snatching,1,high,Synthetic_RealPattern,0,2024-05-20,22.78262612431507,75.8789565327689
Bypass Roads,mobile_snatching,1,high,Synthetic_RealPattern,1,2023-02-10,22.782970324477404,75.88188018112312
Bypass Roads,assault,23,high,Synthetic_RealPattern,0,2024-09-10,22.781817600374566,75.88078382161704
Bypass Roads,abduction,21,high,Synthetic_RealPattern,1,2023-08-23,22.780786385937006,75.87959131662939
Bypass Roads,chain_snatching,1,high,Synthetic_RealPattern,1,2024-08-24,22.781435836071907,75.87773752172473
Bypass Roads,chain_snatching,23,high,Synthetic_RealPattern,1,2024-08-13,22.783847076662784,75.87964337501775
Bypass Roads,molestation,22,high,Synthetic_RealPattern,1,2024-04-26,22.779386360931777,75.87906224878347
Bypass Roads,robbery,0,high,Synthetic_RealPattern,1,2023-10-12,22.779996435843042,75.87845650030334
Bypass Roads,mobile_snatching,0,high,Synthetic_RealPattern,0,2024-10-12,22.77957601585213,75.87668426226044
Rau Bypass,mobile_snatching,1,high,Synthetic_RealPattern,0,2023-12-23,22.65954437281391,75.80571962529145
Rau Bypass,chain_snatching,0,high,Synthetic_RealPattern,1,2024-11-17,22.664432763504063,75.80309870789293
Rau Bypass,mobile_snatching,23,high,Synthetic_RealPattern,1,2023-12-04,22.66352194715628,75.80156773507092
Rau Bypass,abduction,1,high,Synthetic_RealPattern,1,2023-10-23,22.662145042974522,75.80260655610526
Rau Bypass,chain_snatching,1,high,Synthetic_RealPattern,1,2024-07-17,22.659887004963906,75.80288477851516
Rau Bypass,assault,1,high,Synthetic_RealPattern,0,2023-04-01,22.6622496952507,75.8053652273734
Rau Bypass,mobile_snatching,0,high,Synthetic_RealPattern,1,2023-04-29,22.662140830624683,75.80480168628337
Rau Bypass,molestation,22,high,Synthetic_RealPattern,1,2024-11-04,22.66033921121946,75.80501582936185
Rau Bypass,chain_snatching,1,high,Synthetic_RealPattern,1,2024-02-28,22.661903109895427,75.80046618758657
Rau Bypass,assault,23,high,Synthetic_RealPattern,1,2024-06-14,22.661691028406384,75.80289692398908
Rau Bypass,mobile_snatching,1,high,Synthetic_RealPattern,0,2024-10-02,22.66299510058831,75.80328806490981
Rau Bypass,molestation,23,high,Synthetic_RealPattern,1,2023-10-01,22.663110561905203,75.80051515366094
Rau Bypass,mobile_snatching,23,high,Synthetic_RealPattern,1,2023-10-22,22.65957182405863,75.80195887925247
Rau Bypass,chain_snatching,1,high,Synthetic_RealPattern,1,2023-05-05,22.661547675687757,75.80496173893873
Rau Bypass,robbery,23,high,Synthetic_RealPattern,0,2024-12-27,22.663055159494284,75.80122265823437
Rau Bypass,mobile_snatching,22,high,Synthetic_RealPattern,0,2024-07-19,22.66231881755148,75.8036118607887
Rau Bypass,mobile_snatching,23,high,Synthetic_RealPattern,0,2023-04-27,22.664438939047127,75.8016912112321
Rau Bypass,abduction,23,high,Synthetic_RealPattern,1,2024-05-25,22.66325216178971,75.80047272464786
Rau Bypass,abduction,0,high,Synthetic_RealPattern,1,2024-06-05,22.660277606562488,75.8018472087456
Rau Bypass,mobile_snatching,0,high,Synthetic_RealPattern,0,2024-03-01,22.6597234124844,75.80625524252946
Rau Bypass,molestation,23,high,Synthetic_RealPattern,1,2024-04-12,22.663154515669238,75.8052092226713
Rau Bypass,robbery,23,high,Synthetic_RealPattern,1,2024-01-28,22.65945906786325,75.80615745986593
Rau Bypass,assault,23,high,Synthetic_RealPattern,0,2023-03-13,22.66281465348764,75.80332712426356
Rau Bypass,assault,0,high,Synthetic_RealPattern,0,2024-06-03,22.664941381448546,75.80105841719207
Rau Bypass,molestation,0,high,Synthetic_RealPattern,1,2023-11-02,22.662752845067253,75.80368775693384
Rau Bypass,mobile_snatching,1,high,Synthetic_RealPattern,1,2023-06-02,22.66162901955724,75.80312626400736
Rau Bypass,assault,1,high,Synthetic_RealPattern,1,2023-12-20,22.663159729310653,75.80546614249643
Rau Bypass,assault,1,high,Synthetic_RealPattern,0,2024-04-11,22.662049517342947,75.8009884954847
Rau Bypass,mobile_snatching,23,high,Synthetic_RealPattern,0,2024-08-08,22.662573700735894,75.80332944682213
Rau Bypass,assault,1,high,Synthetic_RealPattern,1,2023-02-14,22.66494878885266,75.80130029198816
Rau Bypass,mobile_snatching,1,high,Synthetic_RealPattern,0,2024-12-23,22.6616166158268,75.80234805556134
Rau Bypass,chain_snatching,23,high,Synthetic_RealPattern,1,2024-05-22,22.66506714338294,75.80482414246433
Rau Bypass,molestation,23,high,Synthetic_RealPattern,1,2024-05-29,22.664732103851733,75.80325610877621
Rau Bypass,mobile_snatching,0,high,Synthetic_RealPattern,0,2023-04-13,22.660474746808735,75.80265532971087
Rau Bypass,abduction,1,high,Synthetic_RealPattern,1,2023-01-16,22.65971616780525,75.80276685767141
Rau Bypass,abduction,23,high,Synthetic_RealPattern,1,2024-02-24,22.659904668008263,75.80315668061043
Rau Bypass,mobile_snatching,23,high,Synthetic_RealPattern,0,2023-03-18,22.659409330953906,75.80511009926302
Rau Bypass,abduction,0,high,Synthetic_RealPattern,1,2024-09-30,22.659866657764535,75.80575250813364
Rau Bypass,chain_snatching,1,high,Synthetic_RealPattern,1,2024-10-27,22.663398040640498,75.80613200811902
Rau Bypass,molestation,0,high,Synthetic_RealPattern,1,2024-11-21,22.659727131890758,75.80512142031753
Rau Bypass,abduction,1,high,Synthetic_RealPattern,1,2023-11-21,22.66121385378176,75.80229244137449
Rau Bypass,chain_snatching,1,high,Synthetic_RealPattern,1,2024-07-08,22.664369251865814,75.80452880823651
Rau Bypass,abduction,22,high,Synthetic_RealPattern,1,2023-08-29,22.659439631614415,75.80302561874433
Rau Bypass,abduction,0,high,Synthetic_RealPattern,1,2023-08-21,22.664186810895533,75.80192802373227
Rau Bypass,chain_snatching,22,high,Synthetic_RealPattern,1,2024-03-20,22.66099112864864,75.80544522947655
Rau Bypass,robbery,22,high,Synthetic_RealPattern,1,2024-03-30,22.66000898896573,75.80063055809377
Rau Bypass,chain_snatching,0,high,Synthetic_RealPattern,1,2023-01-30,22.663480422992183,75.8058105719528
Rau Bypass,assault,0,high,Synthetic_RealPattern,0,2023-02-27,22.663073657080677,75.80316886478775
Rau Bypass,robbery,0,high,Synthetic_RealPattern,0,2024-03-17,22.66456483208116,75.80422320886085
Rau Bypass,abduction,1,high,Synthetic_RealPattern,1,2024-08-02,22.66371042626282,75.80435612353322
Rau Bypass,robbery,23,high,Synthetic_RealPattern,0,2023-06-24,22.664120885582307,75.80577070644424
Rau Bypass,abduction,1,high,Synthetic_RealPattern,1,2024-09-26,22.660992207435427,75.804220018093
Rau Bypass,molestation,23,high,Synthetic_RealPattern,1,2024-05-24,22.660364637262678,75.80408360150855
Rau Bypass,mobile_snatching,23,high,Synthetic_RealPattern,1,2023-08-26,22.663803688509844,75.80079991224336
Rau Bypass,assault,0,high,Synthetic_RealPattern,1,2024-04-15,22.664141008435603,75.80351044813166
Rau Bypass,assault,22,high,Synthetic_RealPattern,1,2024-04-21,22.665243030852004,75.80130101400489
Rau Bypass,mobile_snatching,23,high,Synthetic_RealPattern,0,2023-03-17,22.661775706061466,75.80482460261233
Rau Bypass,mobile_snatching,0,high,Synthetic_RealPattern,1,2024-10-16,22.661532108514756,75.80347333152487
Rau Bypass,assault,0,high,Synthetic_RealPattern,0,2024-04-12,22.66395847776445,75.80448136667525
Rau Bypass,chain_snatching,1,high,Synthetic_RealPattern,1,2024-05-09,22.661344821241517,75.80065003740361
Betma Road,molestation,22,high,Synthetic_RealPattern,1,2024-01-26,22.71488454395362,75.76980875209628
Betma Road,assault,23,high,Synthetic_RealPattern,1,2024-08-11,22.714450476511058,75.77359794032837
Betma Road,abduction,23,high,Synthetic_RealPattern,1,2023-01-23,22.711873964164248,75.769732506016
Betma Road,chain_snatching,0,high,Synthetic_RealPattern,1,2023-10-09,22.71380522640675,75.76972754036659
Betma Road,abduction,21,high,Synthetic_RealPattern,1,2024-09-12,22.713827257244507,75.76937265085141
Betma Road,robbery,0,high,Synthetic_RealPattern,1,2023-10-21,22.709918743213013,75.7750390083898
Betma Road,abduction,23,high,Synthetic_RealPattern,1,2023-08-13,22.714715317440078,75.77372505015676
Betma Road,assault,22,high,Synthetic_RealPattern,1,2024-09-27,22.712331514234688,75.77141950845102
Betma Road,chain_snatching,22,high,Synthetic_RealPattern,1,2024-10-05,22.714258744796645,75.77107921348772
Betma Road,mobile_snatching,21,high,Synthetic_RealPattern,0,2023-11-13,22.711220297606182,75.77139821937848
Betma Road,chain_snatching,23,high,Synthetic_RealPattern,1,2023-05-15,22.714673139370976,75.77394792118709
Betma Road,abduction,23,high,Synthetic_RealPattern,1,2023-12-01,22.711635210072405,75.77326822366642
Betma Road,robbery,0,high,Synthetic_RealPattern,0,2023-06-29,22.70936502590888,75.77041117340721
Betma Road,molestation,23,high,Synthetic_RealPattern,1,2024-06-27,22.714732291858514,75.770344656012
Betma Road,assault,23,high,Synthetic_RealPattern,0,2023-06-18,22.709847720060715,75.76989037389828
Betma Road,chain_snatching,23,high,Synthetic_RealPattern,1,2023-12-13,22.71121588182554,75.77326181631821
Betma Road,robbery,0,high,Synthetic_RealPattern,0,2023-03-19,22.715000371802304,75.77388623597334
Betma Road,assault,0,high,Synthetic_RealPattern,0,2024-07-24,22.715003642881623,75.77089027856995
Betma Road,assault,0,high,Synthetic_RealPattern,1,2023-01-15,22.71274062732874,75.76942566976619
Betma Road,assault,21,high,Synthetic_RealPattern,1,2024-04-10,22.71309102327302,75.76979303000486
Betma Road,mobile_snatching,23,high,Synthetic_RealPattern,1,2024-08-21,22.71199067313187,75.77510716020907
Betma Road,abduction,23,high,Synthetic_RealPattern,1,2023-04-21,22.711059264630187,75.77107266866487
Betma Road,chain_snatching,22,high,Synthetic_RealPattern,1,2024-04-27,22.71127198727222,75.77391533888704
Betma Road,robbery,23,high,Synthetic_RealPattern,1,2024-09-16,22.713335110736462,75.77304798141313
Betma Road,mobile_snatching,21,high,Synthetic_RealPattern,1,2024-10-12,22.713814247176625,75.77159163783791
Betma Road,mobile_snatching,23,high,Synthetic_RealPattern,0,2024-10-26,22.714049474262353,75.77053412357317
Betma Road,chain_snatching,22,high,Synthetic_RealPattern,1,2023-02-16,22.714037708856765,75.77002831850896
Betma Road,chain_snatching,23,high,Synthetic_RealPattern,1,2024-05-19,22.70984723661829,75.77299007780823
Betma Road,molestation,21,high,Synthetic_RealPattern,1,2023-08-29,22.712266521828216,75.77394780268382
Betma Road,mobile_snatching,22,high,Synthetic_RealPattern,0,2024-02-02,22.7096453525601,75.77316342552125
Betma Road,abduction,0,high,Synthetic_RealPattern,1,2024-08-24,22.71259717329394,75.7724818127995
Betma Road,abduction,22,high,Synthetic_RealPattern,1,2024-02-29,22.71194918300824,75.7695517073406
Betma Road,molestation,21,high,Synthetic_RealPattern,1,2024-05-16,22.71462622509655,75.77511093266557
Betma Road,chain_snatching,0,high,Synthetic_RealPattern,1,2023-10-14,22.71140549007531,75.77409228514993
Betma Road,mobile_snatching,23,high,Synthetic_RealPattern,0,2023-08-11,22.710002402098564,75.7710569322202
Betma Road,chain_snatching,22,high,Synthetic_RealPattern,1,2024-01-07,22.710157950092317,75.77517982197615
Betma Road,abduction,23,high,Synthetic_RealPattern,1,2024-07-11,22.713869063790305,75.77291128953782
Betma Road,mobile_snatching,23,high,Synthetic_RealPattern,0,2023-03-04,22.713009308379895,75.77279453594925
Betma Road,mobile_snatching,22,high,Synthetic_RealPattern,0,2023-05-06,22.709906736056737,75.77378843907658
Betma Road,abduction,22,high,Synthetic_RealPattern,1,2024-10-19,22.70980464083669,75.77417061872855
Betma Road,assault,21,high,Synthetic_RealPattern,0,2023-02-21,22.713505814788753,75.773238871644
Betma Road,robbery,22,high,Synthetic_RealPattern,0,2024-08-01,22.709736578038186,75.7700685744782
Betma Road,robbery,22,high,Synthetic_RealPattern,0,2024-08-23,22.71423116035574,75.77132960503597
Betma Road,molestation,23,high,Synthetic_RealPattern,1,2023-06-01,22.71353745336294,75.77486850184195
Betma Road,robbery,21,high,Synthetic_RealPattern,0,2023-10-11,22.70978809268385,75.77064769367107
Betma Road,chain_snatching,23,high,Synthetic_RealPattern,1,2023-06-28,22.70980902628451,75.77153300214303
Betma Road,chain_snatching,21,high,Synthetic_RealPattern,1,2023-05-15,22.715219837471007,75.77189246129767
Betma Road,molestation,23,high,Synthetic_RealPattern,1,2023-09-01,22.711545624774537,75.77193642993817
Betma Road,robbery,23,high,Synthetic_RealPattern,0,2023-01-17,22.7115238528824,75.77297763749498
Betma Road,abduction,21,high,Synthetic_RealPattern,1,2023-05-10,22.714176797403542,75.77495845502646
Betma Road,chain_snatching,0,high,Synthetic_RealPattern,1,2024-06-22,22.714983491464302,75.770744156271
Betma Road,mobile_snatching,21,high,Synthetic_RealPattern,0,2024-05-02,22.715216006382935,75.77002900825781
Betma Road,molestation,21,high,Synthetic_RealPattern,1,2024-04-07,22.71382026911155,75.77048482293917
Betma Road,chain_snatching,22,high,Synthetic_RealPattern,1,2024-09-21,22.711557557513185,75.77462154940126
Betma Road,abduction,23,high,Synthetic_RealPattern,1,2024-04-14,22.709801004300193,75.77317486487593
Betma Road,mobile_snatching,21,high,Synthetic_RealPattern,0,2023-03-04,22.713962881495565,75.77101544073544
Betma Road,chain_snatching,0,high,Synthetic_RealPattern,1,2024-12-03,22.712650425498413,75.77419568163381
Betma Road,mobile_snatching,0,high,Synthetic_RealPattern,0,2024-12-30,22.711845332055482,75.77446821997817
Betma Road,molestation,21,high,Synthetic_RealPattern,1,2023-11-26,22.714738126310568,75.77437908603214
Betma Road,robbery,22,high,Synthetic_RealPattern,0,2023-03-09,22.709967184893834,75.77481355920185
Hatod Road,molestation,22,high,Synthetic_RealPattern,1,2024-01-26,22.782255750625744,75.79191344612104
Hatod Road,molestation,22,high,Synthetic_RealPattern,1,2024-04-09,22.779368121868604,75.79493025157248
Hatod Road,abduction,23,high,Synthetic_RealPattern,1,2023-04-12,22.782111963851964,75.79316323698364
Hatod Road,abduction,20,high,Synthetic_RealPattern,1,2024-11-01,22.77963781965409,75.79545199131735
Hatod Road,mobile_snatching,21,high,Synthetic_RealPattern,0,2024-03-16,22.780012907497607,75.79477094406298
Hatod Road,mobile_snatching,23,high,Synthetic_RealPattern,0,2023-12-14,22.780005157480662,75.795058684679
Hatod Road,assault,23,high,Synthetic_RealPattern,0,2023-04-08,22.783195261812697,75.7943369710261
Hatod Road,assault,22,high,Synthetic_RealPattern,0,2024-11-12,22.78377626927559,75.79146457261682
Hatod Road,mobile_snatching,21,high,Synthetic_RealPattern,0,2024-12-04,22.782800212590583,75.79367016151339
Hatod Road,chain_snatching,20,high,Synthetic_RealPattern,1,2023-03-29,22.785073035290846,75.79630801843716
Hatod Road,abduction,23,high,Synthetic_RealPattern,1,2023-04-09,22.781549223477143,75.79602432839899
Hatod Road,molestation,22,high,Synthetic_RealPattern,1,2023-05-14,22.78101427251769,75.79065904241479
Hatod Road,molestation,20,high,Synthetic_RealPattern,1,2024-08-23,22.784511594769135,75.79138888889439
Hatod Road,chain_snatching,22,high,Synthetic_RealPattern,1,2024-11-17,22.780641575031115,75.79119037264073
Hatod Road,abduction,23,high,Synthetic_RealPattern,1,2023-12-29,22.78507933523664,75.79475587945991
Hatod Road,assault,23,high,Synthetic_RealPattern,1,2023-02-22,22.77937292684814,75.79530671197915
Hatod Road,chain_snatching,22,high,Synthetic_RealPattern,1,2023-12-27,22.785119272960245,75.79168106819787
Hatod Road,abduction,21,high,Synthetic_RealPattern,1,2023-06-08,22.779558959471704,75.79343511615771
Hatod Road,chain_snatching,23,high,Synthetic_RealPattern,1,2023-08-18,22.784646858682187,75.79544421816807
Hatod Road,assault,22,high,Synthetic_RealPattern,0,2024-07-23,22.78246620665452,75.7947968092686
Hatod Road,robbery,22,high,Synthetic_RealPattern,0,2024-08-10,22.785257788776715,75.79365342323295
Hatod Road,abduction,20,high,Synthetic_RealPattern,1,2024-09-15,22.77974277938841,75.79394208614276
Hatod Road,robbery,22,high,Synthetic_RealPattern,0,2023-01-30,22.782623125706408,75.7934501632815
Hatod Road,assault,22,high,Synthetic_RealPattern,0,2023-12-14,22.785115815213715,75.79218529070792
Hatod Road,molestation,21,high,Synthetic_RealPattern,1,2023-05-27,22.78243858706502,75.79379013195717
Hatod Road,robbery,23,high,Synthetic_RealPattern,1,2023-03-13,22.78307639182881,75.7945333118123
Hatod Road,abduction,20,high,Synthetic_RealPattern,1,2023-04-04,22.78347449213391,75.79563993749517
Hatod Road,mobile_snatching,21,high,Synthetic_RealPattern,0,2024-01-21,22.782027246388605,75.79421774812388
Hatod Road,assault,22,high,Synthetic_RealPattern,0,2023-06-11,22.783065348480505,75.79496672922227
Hatod Road,molestation,22,high,Synthetic_RealPattern,1,2024-08-04,22.78280588587154,75.79136042980973
Hatod Road,robbery,20,high,Synthetic_RealPattern,0,2023-02-23,22.784706948062944,75.79316934484652
Hatod Road,chain_snatching,20,high,Synthetic_RealPattern,1,2024-11-21,22.779572678282047,75.79045598971896
Hatod Road,abduction,22,high,Synthetic_RealPattern,1,2024-03-29,22.780985779137552,75.79188007318713
Hatod Road,molestation,23,high,Synthetic_RealPattern,1,2024-05-12,22.78500246890446,75.79475877029068
Hatod Road,assault,23,high,Synthetic_RealPattern,0,2024-02-29,22.784641582703344,75.7963508597081
Hatod Road,mobile_snatching,20,high,Synthetic_RealPattern,0,2023-12-20,22.782033940516715,75.79099506859752
Hatod Road,abduction,22,high,Synthetic_RealPattern,1,2024-11-25,22.783020795586808,75.79280896589518
Hatod Road,abduction,23,high,Synthetic_RealPattern,1,2024-06-23,22.780964287097888,75.7952004258122
Hatod Road,robbery,22,high,Synthetic_RealPattern,0,2023-02-16,22.78042872695834,75.79162421380778
Hatod Road,robbery,20,high,Synthetic_RealPattern,0,2023-01-08,22.78208219042964,75.79373050969582
Hatod Road,assault,21,high,Synthetic_RealPattern,0,2023-05-21,22.781420113368156,75.79479842777619
Hatod Road,chain_snatching,22,high,Synthetic_RealPattern,1,2023-05-03,22.782801936671106,75.79409591270156
Hatod Road,robbery,23,high,Synthetic_RealPattern,0,2024-03-16,22.77976640782179,75.79152814840769
Hatod Road,abduction,23,high,Synthetic_RealPattern,1,2024-06-29,22.785146368845997,75.79253230741212
Hatod Road,molestation,21,high,Synthetic_RealPattern,1,2024-05-27,22.785217264466876,75.79510275070692
Hatod Road,mobile_snatching,22,high,Synthetic_RealPattern,1,2023-03-15,22.783488970284118,75.7937253590848
Hatod Road,chain_snatching,20,high,Synthetic_RealPattern,1,2024-03-22,22.782516578198063,75.79043137768126
Hatod Road,assault,23,high,Synthetic_RealPattern,1,2023-03-21,22.781157165697717,75.79496594456018
Hatod Road,mobile_snatching,23,high,Synthetic_RealPattern,1,2024-08-10,22.784182770118242,75.79061186812964
Hatod Road,chain_snatching,23,high,Synthetic_RealPattern,1,2023-10-24,22.783408387035323,75.7948744026964
Hatod Road,assault,23,high,Synthetic_RealPattern,0,2023-01-22,22.780275701636068,75.79161488336099
Hatod Road,assault,23,high,Synthetic_RealPattern,0,2024-12-07,22.784765563106962,75.79614844088073
Hatod Road,robbery,23,high,Synthetic_RealPattern,0,2023-04-19,22.78423522345754,75.79260764450781
Hatod Road,chain_snatching,23,high,Synthetic_RealPattern,1,2024-06-20,22.78499879947975,75.79236158969803
Hatod Road,abduction,23,high,Synthetic_RealPattern,1,2023-11-14,22.78365431705033,75.791293328302
Hatod Road,assault,22,high,Synthetic_RealPattern,0,2023-08-15,22.782980491175614,75.79223362529295
Hatod Road,abduction,20,high,Synthetic_RealPattern,1,2024-06-06,22.781809458217744,75.79565990457097
Hatod Road,molestation,20,high,Synthetic_RealPattern,1,2024-06-27,22.784896370900125,75.79637800602576
Hatod Road,assault,21,high,Synthetic_RealPattern,1,2023-12-24,22.784496383337,75.79260985718305
Hatod Road,chain_snatching,21,high,Synthetic_RealPattern,1,2023-08-30,22.779571312020636,75.79309166378573
Sanwer Road Indl,robbery,22,high,Synthetic_RealPattern,0,2023-09-20,22.742758201846982,75.81363242562921
Sanwer Road Indl,chain_snatching,22,high,Synthetic_RealPattern,1,2024-11-02,22.74485878020127,75.81461717468278
